Don't see your tags in the report? New tags are excluded by default - go to https://portal.aws.amazon.com/gp/aws/developer/account?action=cost-allocation-report to update your cost allocation keys.
InvoiceID,PayerAccountId,LinkedAccountId,RecordType,RecordID,BillingPeriodStartDate,BillingPeriodEndDate,InvoiceDate,PayerAccountName,LinkedAccountName,TaxationAddress,PayerPONumber,ProductCode,ProductName,SellerOfRecord,UsageType,Operation,AvailabilityZone,RateId,ItemDescription,UsageStartDate,UsageEndDate,UsageQuantity,BlendedRate,CurrencyCode,CostBeforeTax,Credits,TaxAmount,TaxType,TotalCost,user:Name,user:project
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-1","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","1E-8",,"USD","0.000000","0.000000","0.000000","None","0.000000",,"yinglipowerplayer"
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-2","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","0.00072159",,"USD","0.000000","0.000000","0.000000","None","0.000000","freeassociation.web.prod","freeassociation"
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-3","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","0.00006947",,"USD","0.000000","0.000000","0.000000","None","0.000000","fiesta.staging","fiestamovement"
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-4","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","0.00013293",,"USD","0.000000","0.000000","0.000000","None","0.000000","energyproject.staging","tep"
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-5","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","0.00002231",,"USD","0.000000","0.000000","0.000000","None","0.000000","freeassociation.web.dev","freeassociation"
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-6","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","0.00001821",,"USD","0.000000","0.000000","0.000000","None","0.000000","fiesta.production.web01","fiestamovement"
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-7","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","0.00059403",,"USD","0.000000","0.000000","0.000000","None","0.000000","fiesta.production.worker01","fiestamovement"
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-8","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","0.00001254",,"USD","0.000000","0.000000","0.000000","None","0.000000","stattis.prod.web","stattis"
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-9","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","0.00001282",,"USD","0.000000","0.000000","0.000000","None","0.000000","fa.labs.project.zeus","internal"
"Estimated","937951391671","937951391671","PayerLineItem","6400000000132671882-10","2013/11/01 00:00:00","2013/11/30 23:59:59","2013/11/25 23:42:09","Free Association","","20 Jay Street, 516, Brooklyn, New York, 11201, US",,"AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes",,"","913845","$0.000 per GB - first 1 GB of data transferred out per month","2013/11/01 00:00:00","2013/11/30 23:59:59","0.00001334",,"USD","0.000000","0.000000","0.000000","None","0.000000","cdi.mott.staging","cdi.mott"
