Don't see your tags in the report? New tags are excluded by default - go to https://portal.aws.amazon.com/gp/aws/developer/account?action=cost-allocation-report to update your cost allocation keys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvoiceID,PayerAccountId,LinkedAccountId,RecordType,RecordID,BillingPeriodStartDate,BillingPeriodEndDate,InvoiceDate,PayerAccountName,LinkedAccountName,TaxationAddress,PayerPONumber,ProductCode,ProductName,SellerOfRecord,UsageType,Operation,AvailabilityZone,RateId,ItemDescription,UsageStartDate,UsageEndDate,UsageQuantity,BlendedRate,CurrencyCode,CostBeforeTax,Credits,TaxAmount,TaxType,TotalCost,user:project
Estimated,930961391471,930961391471,PayerLineItem,6400000000132671882-5,2013/11/1 0:00:00,2013/11/30 23:59:59,2013/12/2 7:46:10,"Agency, Inc.",,"20 Jay Street, 000, Brooklyn, New York, 11201, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,,913845,$0.000 per GB - first 1 GB of data transferred out per month,2013/11/1 0:00:00,2013/11/30 23:59:59,0.00001445,,USD,0,0,0,None,0,travel-corp
Estimated,930961391471,930961391471,PayerLineItem,6400000000132671882-6,2013/11/1 0:00:00,2013/11/30 23:59:59,2013/12/2 7:46:10,"Agency, Inc.",,"20 Jay Street, 000, Brooklyn, New York, 11201, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,,913845,$0.000 per GB - first 1 GB of data transferred out per month,2013/11/1 0:00:00,2013/11/30 23:59:59,0.00001624,,USD,0,0,0,None,0,
Estimated,930961391471,930961391471,PayerLineItem,6400000000132671882-7,2013/11/1 0:00:00,2013/11/30 23:59:59,2013/12/2 7:46:10,"Agency, Inc.",,"20 Jay Street, 000, Brooklyn, New York, 11201, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,,913845,$0.000 per GB - first 1 GB of data transferred out per month,2013/11/1 0:00:00,2013/11/30 23:59:59,3.30000000E-07,,USD,0,0,0,None,0,internal
Estimated,930961391471,930961391471,PayerLineItem,6400000000132671882-8,2013/11/1 0:00:00,2013/11/30 23:59:59,2013/12/2 7:46:10,"Agency, Inc.",,"20 Jay Street, 000, Brooklyn, New York, 11201, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,,913845,$0.000 per GB - first 1 GB of data transferred out per month,2013/11/1 0:00:00,2013/11/30 23:59:59,0.00001711,,USD,0,0,0,None,0,
Estimated,930961391471,930961391471,PayerLineItem,6400000000132671882-9,2013/11/1 0:00:00,2013/11/30 23:59:59,2013/12/2 7:46:10,"Agency, Inc.",,"20 Jay Street, 000, Brooklyn, New York, 11201, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,us-east-1,913845,$0.000 per GB - first 1 GB of data transferred out per month,2013/11/1 0:00:00,2013/11/30 23:59:59,3.80000000E-07,,USD,0,0,0,None,0,internal
Estimated,930961391471,930961391471,PayerLineItem,6400000000132671882-10,2013/11/1 0:00:00,2013/11/30 23:59:59,2013/12/2 7:46:10,"Agency, Inc.",,"20 Jay Street, 000, Brooklyn, New York, 11201, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,,913845,$0.000 per GB - first 1 GB of data transferred out per month,2013/11/1 0:00:00,2013/11/30 23:59:59,0E+00,,USD,0,0,0,None,0,auto-corp
Estimated,930961391471,930961391471,PayerLineItem,6400000000132671882-11,2013/11/1 0:00:00,2013/11/30 23:59:59,2013/12/2 7:46:10,"Agency, Inc.",,"20 Jay Street, 000, Brooklyn, New York, 11201, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,,913845,$0.000 per GB - first 1 GB of data transferred out per month,2013/11/1 0:00:00,2013/11/30 23:59:59,5.80000000E-07,,USD,0,0,0,None,0,weather-corp
Estimated,930961391471,930961391471,PayerLineItem,6400000000132671882-12,2013/11/1 0:00:00,2013/11/30 23:59:59,2013/12/2 7:46:10,"Agency, Inc.",,"20 Jay Street, 000, Brooklyn, New York, 11201, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,,913845,$0.000 per GB - first 1 GB of data transferred out per month,2013/11/1 0:00:00,2013/11/30 23:59:59,0.00004089,,USD,0,0,0,None,0,machine-corp
Estimated,930961391471,930961391471,PayerLineItem,6400000000132671882-13,2013/11/1 0:00:00,2013/11/30 23:59:59,2013/12/2 7:46:10,"Agency, Inc.",,"20 Jay Street, 000, Brooklyn, New York, 11201, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,,913845,$0.000 per GB - first 1 GB of data transferred out per month,2013/11/1 0:00:00,2013/11/30 23:59:59,0.00000323,,USD,0,0,0,None,0,internal
Estimated,930961391471,930961391471,PayerLineItem,6400000000132671882-14,2013/11/1 0:00:00,2013/11/30 23:59:59,2013/12/2 7:46:10,"Agency, Inc.",,"20 Jay Street, 000, Brooklyn, New York, 11201, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,,913845,$0.000 per GB - first 1 GB of data transferred out per month,2013/11/1 0:00:00,2013/11/30 23:59:59,0.77727051,,USD,0,0,0,None,0,machine-corp
Estimated,930961391471,930961391471,PayerLineItem,6400000000132671882-15,2013/11/1 0:00:00,2013/11/30 23:59:59,2013/12/2 7:46:10,"Agency, Inc.",,"20 Jay Street, 000, Brooklyn, New York, 11201, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,,913845,$0.000 per GB - first 1 GB of data transferred out per month,2013/11/1 0:00:00,2013/11/30 23:59:59,1.00000000E-08,,USD,0,0,0,None,0,solar-corp
Estimated,930961391471,930961391471,PayerLineItem,6400000000132671882-16,2013/11/1 0:00:00,2013/11/30 23:59:59,2013/12/2 7:46:10,"Agency, Inc.",,"20 Jay Street, 000, Brooklyn, New York, 11201, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,,913845,$0.000 per GB - first 1 GB of data transferred out per month,2013/11/1 0:00:00,2013/11/30 23:59:59,0.00063179,,USD,0,0,0,None,0,ad-corp
Estimated,930961391471,930961391471,PayerLineItem,6400000000132671882-17,2013/11/1 0:00:00,2013/11/30 23:59:59,2013/12/2 7:46:10,"Agency, Inc.",,"20 Jay Street, 000, Brooklyn, New York, 11201, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,,913845,$0.000 per GB - first 1 GB of data transferred out per month,2013/11/1 0:00:00,2013/11/30 23:59:59,0.0001339,,USD,0,0,0,None,0,media-corp
Estimated,930961391471,930961391471,PayerLineItem,6400000000132671882-18,2013/11/1 0:00:00,2013/11/30 23:59:59,2013/12/2 7:46:10,"Agency, Inc.",,"20 Jay Street, 000, Brooklyn, New York, 11201, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,,913845,$0.000 per GB - first 1 GB of data transferred out per month,2013/11/1 0:00:00,2013/11/30 23:59:59,0.00007417,,USD,0,0,0,None,0,machine-corp
Estimated,930961391471,930961391471,PayerLineItem,6400000000132671882-19,2013/11/1 0:00:00,2013/11/30 23:59:59,2013/12/2 7:46:10,"Agency, Inc.",,"20 Jay Street, 000, Brooklyn, New York, 11201, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,,913845,$0.000 per GB - first 1 GB of data transferred out per month,2013/11/1 0:00:00,2013/11/30 23:59:59,0.00001806,,USD,0,0,0,None,0,machine-corp
Estimated,930961391471,930961391471,PayerLineItem,6400000000132671882-20,2013/11/1 0:00:00,2013/11/30 23:59:59,2013/12/2 7:46:10,"Agency, Inc.",,"20 Jay Street, 000, Brooklyn, New York, 11201, US",,AWSDataTransfer,AWS Data Transfer,"Amazon Web Services, Inc.",DataTransfer-Out-Bytes,,,913845,$0.000 per GB - first 1 GB of data transferred out per month,2013/11/1 0:00:00,2013/11/30 23:59:59,0.00000204,,USD,0,0,0,None,0,media-corp
